股票代码,股票简称,个股热度排名,个股热度排名排名,个股热度,涨跌幅:前复权_0,涨跌幅:前复权_1,涨跌幅:前复权_2,涨跌幅:前复权_3,开盘价:前复权_0,开盘价:前复权_1,开盘价:前复权_2,开盘价:前复权_3,最低价:前复权_0,最低价:前复权_1,最低价:前复权_2,最低价:前复权_3,最高价:前复权_0,最高价:前复权_1,最高价:前复权_2,最高价:前复权_3,n+4天涨跌幅日期,n+2天热度排名日期,查询条件
002594.SZ,比亚迪,81,81/5368,7218614.5,-0.98229817,5.74213771,0.16939214,-2.32195122,293.2,296.0,304.06,308.0,290.1,295.61,300.5,298.0,295.6,308.92,,309.75,20241106,20241104,20241101下跌 20241104上涨 20241104热度排名前50 20241105上涨 20241106涨幅 主板 非ST
600460.SH,士兰微,82,82/5368,7178816.0,-9.97747023,1.93063997,3.92844616,0.53999325,30.79,27.52,28.49,29.72,27.96,27.51,28.32,29.06,30.9,29.0,,30.5,20241106,20241104,20241101下跌 20241104上涨 20241104热度排名前50 20241105上涨 20241106涨幅 主板 非ST
000980.SZ,众泰汽车,90,90/5368,6470835.5,-7.40740741,10.22222222,10.08064516,9.52380952,2.52,2.19,2.73,2.83,2.23,2.19,2.53,2.75,2.59,2.48,,3.0,20241106,20241104,20241101下跌 20241104上涨 20241104热度排名前50 20241105上涨 20241106涨幅 主板 非ST
000617.SZ,中油资本,95,95/5368,5889206.0,-8.7202718,1.48883375,7.21271394,0.91220068,8.58,8.05,8.15,8.7,8.02,7.91,8.14,8.6,8.6,8.28,,9.13,20241106,20241104,20241101下跌 20241104上涨 20241104热度排名前50 20241105上涨 20241106涨幅 主板 非ST
002625.SZ,光启技术,99,99/5368,5713145.5,-6.94117647,2.88242731,10.00245761,6.12153709,42.6,40.36,40.77,46.5,39.18,40.0,40.77,45.64,43.71,42.1,,48.22,20241106,20241104,20241101下跌 20241104上涨 20241104热度排名前50 20241105上涨 20241106涨幅 主板 非ST
601012.SH,隆基绿能,100,100/5368,5630805.5,-3.69807497,1.31509732,1.92107996,-2.13958227,19.63,19.01,19.2,19.63,18.9,18.93,19.0,19.08,19.8,19.42,,19.97,20241106,20241104,20241101下跌 20241104上涨 20241104热度排名前50 20241105上涨 20241106涨幅 主板 非ST
600178.SH,东安动力,103,103/5368,5415412.0,-7.29641694,2.037948,5.23415978,2.35602094,16.8874,14.4974,13.5874,15.9774,13.9174,14.2274,13.5874,15.0574,16.8874,15.6474,,16.7474,20241106,20241104,20241101下跌 20241104上涨 20241104热度排名前50 20241105上涨 20241106涨幅 主板 非ST
000520.SZ,凤凰航运,104,104/5368,5404740.5,-9.98439938,10.05199307,10.07874016,-10.01430615,7.05,5.77,6.67,6.8,5.77,5.77,6.15,6.29,7.05,6.35,,7.55,20241106,20241104,20241101下跌 20241104上涨 20241104热度排名前50 20241105上涨 20241106涨幅 主板 非ST
002130.SZ,沃尔核材,109,109/5368,5134084.5,-8.7752229,3.49794239,0.84493042,-3.94282898,20.74,19.44,20.02,20.58,19.37,19.44,19.89,19.15,21.0,20.55,,21.03,20241106,20241104,20241101下跌 20241104上涨 20241104热度排名前50 20241105上涨 20241106涨幅 主板 非ST
000725.SZ,京东方A,111,111/5368,5065658.5,-4.49678801,0.89686099,2.66666667,-1.08225108,4.7,4.45,4.52,4.63,4.44,4.43,4.49,4.52,4.73,4.56,,4.64,20241106,20241104,20241101下跌 20241104上涨 20241104热度排名前50 20241105上涨 20241106涨幅 主板 非ST
002703.SZ,浙江世宝,112,112/5368,5051573.0,-4.89891135,9.97547016,4.68401487,-2.91193182,12.75,12.19,13.45,13.88,12.22,12.07,13.1,13.54,12.78,13.45,,14.21,20241106,20241104,20241101下跌 20241104上涨 20241104热度排名前50 20241105上涨 20241106涨幅 主板 非ST
002183.SZ,怡亚通,117,117/5368,4942060.5,-9.92,0.53285968,1.23674912,-1.57068063,6.4,5.16,5.69,5.74,5.63,5.16,5.56,5.59,6.5,5.99,,5.99,20241106,20241104,20241101下跌 20241104上涨 20241104热度排名前50 20241105上涨 20241106涨幅 主板 非ST
000572.SZ,海马汽车,121,121/5368,4807318.5,-9.41619586,7.69230769,6.37065637,9.98185118,5.42,4.77,5.08,5.58,4.78,4.68,5.08,5.45,5.6,5.28,,6.06,20241106,20241104,20241101下跌 20241104上涨 20241104热度排名前50 20241105上涨 20241106涨幅 主板 非ST
002031.SZ,巨轮智能,124,124/5368,4734651.0,-6.84931507,10.0,9.89304813,2.43309002,3.63,3.42,3.91,4.15,3.39,3.42,3.79,4.02,3.64,3.74,,4.52,20241106,20241104,20241101下跌 20241104上涨 20241104热度排名前50 20241105上涨 20241106涨幅 主板 非ST
000750.SZ,国海证券,128,128/5368,4613204.5,-5.8,3.3970276,5.54414784,-1.94552529,4.91,4.72,4.85,5.09,4.7,4.63,4.77,4.99,4.97,4.94,,5.23,20241106,20241104,20241101下跌 20241104上涨 20241104热度排名前50 20241105上涨 20241106涨幅 主板 非ST
002459.SZ,晶澳科技,136,136/5368,4494679.0,-6.05590062,0.33057851,1.2081274,-2.38741183,19.0,17.88,18.0,18.23,18.09,17.72,17.6,17.69,19.7,18.5,,18.98,20241106,20241104,20241101下跌 20241104上涨 20241104热度排名前50 20241105上涨 20241106涨幅 主板 非ST
002851.SZ,麦格米特,140,140/5368,4444632.0,-9.05494505,9.98066699,1.62601626,-4.19459459,44.47,41.3,44.56,46.25,41.35,41.25,43.98,43.87,45.0,45.52,,47.25,20241106,20241104,20241101下跌 20241104上涨 20241104热度排名前50 20241105上涨 20241106涨幅 主板 非ST
600686.SH,金龙汽车,145,145/5368,4258441.5,-3.42231348,0.92133239,0.21067416,-0.49053959,15.88,13.61,14.1,14.17,13.8,13.61,13.94,13.74,15.88,14.75,,14.84,20241106,20241104,20241101下跌 20241104上涨 20241104热度排名前50 20241105上涨 20241106涨幅 主板 非ST
601360.SH,三六零,146,146/5368,4240048.5,-3.51602896,0.21436227,3.95721925,9.97942387,10.0,9.1,9.25,9.7,9.32,9.09,9.25,9.55,10.4,9.54,,10.69,20241106,20241104,20241101下跌 20241104上涨 20241104热度排名前50 20241105上涨 20241106涨幅 主板 非ST
600355.SH,精伦电子,149,149/5368,4161370.5,-6.36550308,10.0877193,1.79282869,9.98043053,5.36,4.34,5.39,4.98,4.51,4.34,5.02,4.81,5.36,5.02,,5.62,20241106,20241104,20241101下跌 20241104上涨 20241104热度排名前50 20241105上涨 20241106涨幅 主板 非ST
000066.SZ,中国长城,8,8/5368,45618884.5,-9.27835052,6.06060606,10.0,10.01082251,17.47,16.3,16.11,18.29,15.71,16.3,15.63,17.61,17.96,17.42,18.48,20.33,20241107,20241105,20241104下跌 20241105上涨 20241105热度排名前50 20241106上涨 20241107涨幅 主板 非ST
001696.SZ,宗申动力,12,12/5368,31715798.0,-10.0,3.96039604,0.84656085,-9.96852046,27.27,27.1,29.68,27.0,27.27,25.25,27.8,25.73,29.51,28.6,31.0,27.36,20241107,20241105,20241104下跌 20241105上涨 20241105热度排名前50 20241106上涨 20241107涨幅 主板 非ST
002156.SZ,通富微电,14,14/5368,26391037.5,-3.4320323,10.0,10.00950269,-2.56262597,29.72,29.24,32.0,32.95,27.0,28.61,30.29,32.0,30.88,31.57,34.73,36.16,20241107,20241105,20241104下跌 20241105上涨 20241105热度排名前50 20241106上涨 20241107涨幅 主板 非ST
002085.SZ,万丰奥威,19,19/5368,22637201.5,-4.30579965,5.14233242,5.10917031,-8.80764437,22.0,21.87,23.58,23.0,20.48,21.87,23.54,21.7,23.1,23.3,25.19,23.35,20241107,20241105,20241104下跌 20241105上涨 20241105热度排名前50 20241106上涨 20241107涨幅 主板 非ST
600171.SH,上海贝岭,26,26/5368,19019824.0,-8.16017316,3.58237096,6.2116041,-3.25621251,41.58,42.45,43.96,46.69,41.58,42.45,43.16,43.09,46.4,44.88,48.2,46.69,20241107,20241105,20241104下跌 20241105上涨 20241105热度排名前50 20241106上涨 20241107涨幅 主板 非ST
600895.SH,张江高科,29,29/5368,17844210.0,-3.32805071,10.0,1.28166915,-3.32548558,30.8,30.17,34.4,32.78,28.4,30.17,32.2,31.57,31.55,33.55,35.4,33.66,20241107,20241105,20241104下跌 20241105上涨 20241105热度排名前50 20241106上涨 20241107涨幅 主板 非ST
002253.SZ,川大智胜,48,48/5368,11278272.5,-10.01838235,8.73340143,10.00469704,-9.99146029,19.58,19.32,21.55,21.55,19.58,18.8,20.2,21.08,20.59,21.5,23.42,21.8,20241107,20241105,20241104下跌 20241105上涨 20241105热度排名前50 20241106上涨 20241107涨幅 主板 非ST
600010.SH,包钢股份,59,59/5368,10074434.5,-2.65957447,9.83606557,7.46268657,-1.38888889,1.95,1.8,2.0,2.1,1.81,1.79,1.98,2.05,1.96,2.01,2.2,2.19,20241107,20241105,20241104下跌 20241105上涨 20241105热度排名前50 20241106上涨 20241107涨幅 主板 非ST
600611.SH,大众交通,64,64/5368,9682087.0,-4.95156082,3.28425821,4.71491228,-3.56020942,8.63,8.86,9.14,9.48,8.62,8.75,9.09,8.86,9.05,9.28,9.9,9.68,20241107,20241105,20241104下跌 20241105上涨 20241105热度排名前50 20241106上涨 20241107涨幅 主板 非ST
600811.SH,东方集团,66,66/5368,9313444.5,-9.44625407,1.07913669,9.96441281,10.03236246,2.77,2.74,2.82,3.3,2.76,2.61,2.76,3.18,3.05,2.93,3.09,3.4,20241107,20241105,20241104下跌 20241105上涨 20241105热度排名前50 20241106上涨 20241107涨幅 主板 非ST
600843.SH,上工申贝,68,68/5368,9190054.0,-9.98116761,1.0460251,4.83091787,-8.49242923,14.34,14.34,15.23,14.2,14.34,13.3,14.78,13.67,15.72,14.78,15.94,14.2,20241107,20241105,20241104下跌 20241105上涨 20241105热度排名前50 20241106上涨 20241107涨幅 主板 非ST
600536.SH,中国软件,78,78/5368,8453791.0,-2.19148936,10.006526,7.37591457,10.0,45.99,45.39,52.0,52.33,43.0,45.32,51.16,51.06,47.1,50.57,55.63,59.73,20241107,20241105,20241104下跌 20241105上涨 20241105热度排名前50 20241106上涨 20241107涨幅 主板 非ST
600520.SH,文一科技,96,96/5368,6668135.5,-10.00228885,1.3224822,1.48092369,-4.00692555,39.32,39.1,39.84,39.55,39.32,37.35,39.22,36.42,41.98,40.51,41.56,39.64,20241107,20241105,20241104下跌 20241105上涨 20241105热度排名前50 20241106上涨 20241107涨幅 主板 非ST
002570.SZ,贝因美,133,133/5368,4769894.5,-9.765625,3.8961039,3.75,5.22088353,4.62,4.6,4.79,4.81,4.61,4.6,4.66,4.81,4.88,4.99,5.05,5.39,20241107,20241105,20241104下跌 20241105上涨 20241105热度排名前50 20241106上涨 20241107涨幅 主板 非ST
603883.SH,老百姓,90,90/5368,7294595.5,-1.02827763,5.35064935,2.36686391,-5.15414258,19.45,19.25,19.8,20.41,18.67,19.05,19.44,19.52,20.2,21.18,21.68,20.55,20241108,20241106,20241105下跌 20241106上涨 20241106热度排名前50 20241107上涨 20241108涨幅 主板 非ST
600839.SH,四川长虹,4,4/5370,61726401.5,-8.24670825,0.1510574,1.35746606,-3.42261905,14.3,12.85,13.27,13.0,13.0,12.0,12.65,12.66,14.3,13.91,13.88,13.22,20241111,20241107,20241106下跌 20241107上涨 20241107热度排名前50 20241108上涨 20241111涨幅 主板 非ST
000100.SZ,TCL科技,26,26/5370,19188040.0,-3.02457467,0.38986355,1.74757282,2.09923664,5.3,5.03,5.2,5.24,5.11,4.95,5.12,5.13,5.34,5.18,5.35,5.39,20241111,20241107,20241106下跌 20241107上涨 20241107热度排名前50 20241108上涨 20241111涨幅 主板 非ST
002717.SZ,岭南股份,47,47/5370,12184463.0,-4.44444444,9.96677741,0.60422961,-6.00600601,3.16,2.95,3.56,3.2,3.0,2.75,3.3,3.06,3.16,3.31,3.6,3.3,20241111,20241107,20241106下跌 20241107上涨 20241107热度排名前50 20241108上涨 20241111涨幅 主板 非ST
000016.SZ,深康佳A,54,54/5370,11437298.5,-8.88252149,0.31446541,0.47021944,-5.30421217,6.78,6.24,6.19,6.21,6.29,5.72,6.09,6.06,6.98,6.73,6.67,6.39,20241111,20241107,20241106下跌 20241107上涨 20241107热度排名前50 20241108上涨 20241111涨幅 主板 非ST
600705.SH,中航产融,74,74/5370,8724445.0,-5.73248408,9.90990991,0.20491803,-0.61349693,4.73,4.3,5.2,4.86,4.4,4.26,4.75,4.78,4.78,4.88,5.2,5.07,20241111,20241107,20241106下跌 20241107上涨 20241107热度排名前50 20241108上涨 20241111涨幅 主板 非ST
000799.SZ,酒鬼酒,107,107/5370,6850513.5,-0.05671078,10.0056743,6.01788171,0.71359066,52.83,52.5,61.98,60.0,52.0,52.3,60.5,59.82,54.0,58.16,63.9,63.12,20241111,20241107,20241106下跌 20241107上涨 20241107热度排名前50 20241108上涨 20241111涨幅 主板 非ST
000958.SZ,电投产融,110,110/5370,6653459.0,-9.67391304,1.32370638,2.85035629,-3.926097,8.95,8.1,8.42,8.74,8.28,8.02,8.21,8.04,9.06,8.75,9.13,8.74,20241111,20241107,20241106下跌 20241107上涨 20241107热度排名前50 20241108上涨 20241111涨幅 主板 非ST
000977.SZ,浪潮信息,128,128/5370,5915530.0,-2.21285564,1.31465517,9.99787279,5.82092439,47.6,45.78,47.58,53.9,46.0,45.25,47.55,52.8,47.7,47.18,51.71,56.88,20241111,20241107,20241106下跌 20241107上涨 20241107热度排名前50 20241108上涨 20241111涨幅 主板 非ST
002654.SZ,万润科技,150,150/5370,5188820.5,-4.61538462,1.74731183,1.98150594,6.80051813,15.11,14.55,15.13,15.68,14.71,14.51,15.13,15.36,15.39,15.39,15.8,16.89,20241111,20241107,20241106下跌 20241107上涨 20241107热度排名前50 20241108上涨 20241111涨幅 主板 非ST
001696.SZ,宗申动力,38,38/5371,14325575.5,-9.96852046,2.99145299,3.3949453,-1.64173659,27.0,25.55,26.0,27.58,25.73,25.54,25.16,26.6,27.36,27.36,27.43,28.18,20241112,20241108,20241107下跌 20241108上涨 20241108热度排名前50 20241111上涨 20241112涨幅 主板 非ST
002085.SZ,万丰奥威,40,40/5371,13753547.5,-8.80764437,1.64009112,5.33393097,-2.76595745,23.0,21.4,22.31,24.5,21.7,21.37,21.88,22.64,23.35,23.2,23.8,24.55,20241112,20241108,20241107下跌 20241108上涨 20241108热度排名前50 20241111上涨 20241112涨幅 主板 非ST
002261.SZ,拓维信息,42,42/5371,13249678.0,-1.40562249,3.13645621,1.10584518,-3.046875,24.3,24.6,25.32,25.61,23.48,24.59,24.75,24.53,25.55,26.2,26.26,25.73,20241112,20241108,20241107下跌 20241108上涨 20241108热度排名前50 20241111上涨 20241112涨幅 主板 非ST
601360.SH,三六零,57,57/5371,10223051.5,-2.61927035,4.13064361,8.02583026,-3.58667805,10.32,10.6,10.7,11.72,10.05,10.46,10.66,11.13,10.48,11.45,11.92,11.97,20241112,20241108,20241107下跌 20241108上涨 20241108热度排名前50 20241111上涨 20241112涨幅 主板 非ST
600895.SH,张江高科,63,63/5371,9476508.0,-3.32548558,0.0304414,6.81679854,-1.11111111,32.78,34.0,33.88,34.05,31.57,32.8,33.46,33.62,33.66,34.56,36.15,37.74,20241112,20241108,20241107下跌 20241108上涨 20241108热度排名前50 20241111上涨 20241112涨幅 主板 非ST
002625.SZ,光启技术,69,69/5371,8596917.5,-4.06315789,7.24160632,1.18682218,-1.9413549,46.73,45.66,50.05,49.45,44.72,45.66,48.0,47.37,48.14,49.9,50.58,50.28,20241112,20241108,20241107下跌 20241108上涨 20241108热度排名前50 20241111上涨 20241112涨幅 主板 非ST
002185.SZ,华天科技,72,72/5371,8339621.5,-0.90497738,0.456621,8.03030303,-3.71669004,13.06,13.24,13.38,14.3,12.86,13.13,13.34,13.55,13.38,13.6,14.52,14.34,20241112,20241108,20241107下跌 20241108上涨 20241108热度排名前50 20241111上涨 20241112涨幅 主板 非ST
000938.SZ,紫光股份,88,88/5371,7235432.5,-0.47759001,4.13436693,8.43672457,-5.62275253,26.79,27.5,27.7,29.88,26.1,27.2,27.58,28.33,27.19,29.7,31.03,29.92,20241112,20241108,20241107下跌 20241108上涨 20241108热度排名前50 20241111上涨 20241112涨幅 主板 非ST
603887.SH,城地香江,95,95/5371,6890971.5,-5.63660477,9.97891778,0.63897764,5.65079365,14.67,14.23,15.8,15.6,13.99,14.19,14.81,15.39,15.0,15.65,16.44,17.33,20241112,20241108,20241107下跌 20241108上涨 20241108热度排名前50 20241111上涨 20241112涨幅 主板 非ST
600418.SH,江淮汽车,96,96/5371,6858860.0,-0.41242115,2.26552984,9.3377799,0.21786492,40.42,41.84,42.6,46.5,39.04,41.56,41.68,44.99,41.34,43.5,46.12,47.28,20241112,20241108,20241107下跌 20241108上涨 20241108热度排名前50 20241111上涨 20241112涨幅 主板 非ST
600520.SH,文一科技,101,101/5371,6454800.5,-4.00692555,7.54960062,9.99041687,-2.41777391,39.55,39.0,43.99,46.5,36.42,38.72,42.18,43.94,39.64,42.65,45.91,49.48,20241112,20241108,20241107下跌 20241108上涨 20241108热度排名前50 20241111上涨 20241112涨幅 主板 非ST
600198.SH,大唐电信,137,137/5371,5129294.5,-1.40495868,4.52640402,3.04731355,-4.28015564,12.0,12.02,12.48,12.68,11.67,12.02,12.15,12.15,12.32,12.71,13.13,12.68,20241112,20241108,20241107下跌 20241108上涨 20241108热度排名前50 20241111上涨 20241112涨幅 主板 非ST
000062.SZ,深圳华强,140,140/5371,5075093.0,-1.35860979,2.43433696,3.28330206,2.48259158,31.18,31.25,32.1,33.06,29.8,31.24,32.0,32.0,31.28,32.49,33.32,34.58,20241112,20241108,20241107下跌 20241108上涨 20241108热度排名前50 20241111上涨 20241112涨幅 主板 非ST
601012.SH,隆基绿能,142,142/5371,5061628.0,-0.15616866,0.26068822,4.10816433,0.3996004,18.71,19.25,19.08,20.07,18.39,19.11,19.03,19.91,19.19,19.75,20.18,21.17,20241112,20241108,20241107下跌 20241108上涨 20241108热度排名前50 20241111上涨 20241112涨幅 主板 非ST
002892.SZ,科力尔,144,144/5371,5037075.0,-2.84331518,10.0249066,2.6598755,-5.12679162,17.29,17.67,17.5,18.63,15.44,17.67,16.8,16.33,17.8,17.67,19.0,18.89,20241112,20241108,20241107下跌 20241108上涨 20241108热度排名前50 20241111上涨 20241112涨幅 主板 非ST
600171.SH,上海贝岭,38,38/5371,14868330.0,-1.57218778,0.76490439,3.46059388,-3.60379801,45.2,43.95,44.1,45.78,44.0,43.92,43.1,43.71,46.8,46.0,47.94,45.78,20241113,20241111,20241108下跌 20241111上涨 20241111热度排名前50 20241112上涨 20241113涨幅 主板 非ST
002460.SZ,赣锋锂业,88,88/5371,7750845.0,-0.35981179,10.0,5.93434343,6.03098927,36.85,36.0,40.5,43.21,35.9,35.91,40.39,41.18,37.89,39.6,43.56,44.74,20241113,20241111,20241108下跌 20241111上涨 20241111热度排名前50 20241112上涨 20241113涨幅 主板 非ST
601136.SH,首创证券,104,104/5371,6984566.0,-4.0,4.75589226,0.84371233,2.62948207,25.49,23.47,24.6,24.94,23.65,23.38,24.25,24.85,25.5,26.14,25.5,26.99,20241113,20241111,20241108下跌 20241111上涨 20241111热度排名前50 20241112上涨 20241113涨幅 主板 非ST
002600.SZ,领益智造,118,118/5371,6381332.0,-0.69124424,3.94431555,1.22767857,5.73318633,8.73,8.54,8.9,8.95,8.59,8.45,8.85,8.62,8.93,9.1,9.41,9.59,20241113,20241111,20241108下跌 20241111上涨 20241111热度排名前50 20241112上涨 20241113涨幅 主板 非ST
600611.SH,大众交通,122,122/5371,6266969.0,-1.52008686,0.44101433,9.98902305,-3.99201597,9.21,8.99,9.3,9.9,9.05,8.8,9.22,9.52,9.38,9.12,10.02,10.04,20241113,20241111,20241108下跌 20241111上涨 20241111热度排名前50 20241112上涨 20241113涨幅 主板 非ST
000564.SZ,供销大集,14,14/5371,24366233.0,-4.86111111,9.8540146,9.96677741,-9.06344411,2.79,2.68,3.16,3.28,2.59,2.51,3.04,2.98,3.16,3.01,3.31,3.36,20241114,20241112,20241111下跌 20241112上涨 20241112热度排名前50 20241113上涨 20241114涨幅 主板 非ST
603366.SH,日出东方,44,44/5371,12563073.5,-8.08926081,10.01517451,10.06896552,10.02506266,7.17,6.29,7.15,8.3,6.52,6.0,6.95,8.18,7.7,7.25,7.98,8.78,20241114,20241112,20241111下跌 20241112上涨 20241112热度排名前50 20241113上涨 20241114涨幅 主板 非ST
002232.SZ,启明信息,115,115/5371,5996083.0,-0.04512635,10.02257336,10.01231022,3.39425587,21.97,22.16,24.36,26.81,21.49,22.16,22.86,25.0,22.55,24.37,26.81,29.49,20241114,20241112,20241111下跌 20241112上涨 20241112热度排名前50 20241113上涨 20241114涨幅 主板 非ST
600050.SH,中国联通,45,45/5371,11828347.5,-2.49042146,7.26915521,0.18315018,6.21572212,5.21,5.05,5.32,5.4,5.07,5.05,5.26,5.4,5.21,5.6,5.7,6.02,20241115,20241113,20241112下跌 20241113上涨 20241113热度排名前50 20241114上涨 20241115涨幅 主板 非ST
002657.SZ,中科金财,76,76/5371,8297643.5,-5.18774704,10.00521105,9.99526291,9.99138674,20.22,19.2,22.39,25.54,18.8,19.2,22.06,25.54,20.49,21.11,23.22,25.54,20241115,20241113,20241112下跌 20241113上涨 20241113热度排名前50 20241114上涨 20241115涨幅 主板 非ST
600654.SH,中安科,93,93/5371,6730074.5,-3.27868852,9.88700565,10.02570694,10.04672897,4.03,3.65,4.25,4.3,3.45,3.64,4.03,4.1,4.03,3.89,4.28,4.71,20241115,20241113,20241112下跌 20241113上涨 20241113热度排名前50 20241114上涨 20241115涨幅 主板 非ST
600629.SH,华建集团,97,97/5371,6477910.5,-4.88346282,10.03500583,9.96818664,-7.61812922,8.89,9.26,9.0,10.0,8.47,8.88,8.9,9.58,9.17,9.43,10.37,11.32,20241115,20241113,20241112下跌 20241113上涨 20241113热度排名前50 20241114上涨 20241115涨幅 主板 非ST
